customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Cuentas_Diarias
7560-qjavj,0.0,female,0,0,0,70,1,no,dsl,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),79.6,5589.45,2.65
7560-qrbxh,0.0,female,0,0,1,48,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.95,936.7,0.66
7562-gsuhk,1.0,female,0,0,0,16,1,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,credit card (automatic),93.2,1573.7,3.11
7562-uxtpg,0.0,female,0,0,0,13,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.15,886.7,2.34
7563-biupc,1.0,male,0,0,0,5,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,80.6,415.55,2.69
7564-ghcvb,0.0,female,0,1,1,72,1,yes,fiber optic,yes,no,no,no,no,no,two year,0,bank transfer (automatic),79.05,5730.7,2.64
7566-dsrlq,0.0,female,0,1,0,72,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,110.15,7998.8,3.67
7567-ecmcm,0.0,male,0,0,0,24,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,credit card (automatic),79.85,2001.0,2.66
7568-podml,1.0,male,0,0,0,1,0,no,dsl,no,no,no,no,yes,yes,month-to-month,1,mailed check,45.3,45.3,1.51
7569-nmzyq,0.0,female,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),118.75,8672.45,3.96
7570-welny,0.0,female,0,1,0,68,1,yes,fiber optic,yes,yes,no,no,no,no,two year,1,bank transfer (automatic),84.7,5711.05,2.82
7571-yxdad,1.0,female,0,0,0,2,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,0,credit card (automatic),74.9,147.15,2.5
7572-kpvkk,0.0,male,0,0,1,62,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,1,electronic check,104.05,6590.5,3.47
7576-aseju,0.0,female,0,1,1,41,1,no,dsl,yes,no,no,yes,yes,yes,one year,1,credit card (automatic),74.7,3187.65,2.49
7576-jmywv,0.0,female,1,1,1,46,1,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,1,electronic check,110.2,4972.1,3.67
7576-oywbn,1.0,male,1,0,0,3,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.05,231.8,2.53
7577-swifr,0.0,male,0,0,0,1,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.25,89.25,2.98
7579-kkloe,0.0,male,0,1,1,71,1,yes,dsl,yes,yes,yes,yes,yes,yes,two year,1,mailed check,91.25,6589.6,3.04
7579-oopec,1.0,female,1,1,0,2,1,no,dsl,no,yes,no,no,no,no,month-to-month,0,credit card (automatic),50.15,115.1,1.67
7580-ugxnc,1.0,female,1,0,0,2,1,no,dsl,yes,yes,no,no,no,no,month-to-month,0,mailed check,54.85,104.2,1.83
7581-ebbou,0.0,female,0,0,0,60,1,no,dsl,no,yes,yes,yes,yes,no,one year,1,credit card (automatic),70.15,4224.7,2.34
7586-zatgz,0.0,male,0,0,0,40,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.9,3369.05,2.83
7587-aovvu,0.0,male,0,1,1,27,1,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,0,electronic check,100.75,2793.55,3.36
7587-rznme,1.0,male,0,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,43.3,123.65,1.44
7590-vhveg,0.0,female,0,1,0,1,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,29.85,29.85,1.0
7593-jnwru,1.0,male,0,1,1,6,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),44.6,260.8,1.49
7593-xfkdi,1.0,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,46.3,46.3,1.54
7594-lznwr,0.0,male,1,0,0,34,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,credit card (automatic),69.15,2275.1,2.31
7594-rqhxr,1.0,female,0,0,1,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,79.6,79.6,2.65
7595-ehcdl,0.0,male,0,1,1,32,0,no,dsl,no,no,yes,no,yes,yes,month-to-month,0,credit card (automatic),50.6,1653.45,1.69
7595-euivn,1.0,female,0,0,0,1,1,no,fiber optic,no,yes,no,no,no,no,month-to-month,0,electronic check,75.8,75.8,2.53
7596-iiwyc,0.0,female,0,0,0,27,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.25,538.2,0.68
7596-lduxp,0.0,female,0,0,0,12,1,no,fiber optic,yes,no,no,no,yes,no,one year,1,credit card (automatic),85.15,979.05,2.84
7596-zywbb,0.0,female,0,0,0,65,1,no,dsl,yes,yes,no,yes,no,no,two year,1,mailed check,59.6,3739.8,1.99
7598-uaasy,1.0,male,0,1,0,2,1,no,fiber optic,no,no,yes,no,no,no,month-to-month,0,electronic check,76.4,151.8,2.55
7599-fkvxz,1.0,male,0,1,0,42,1,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,1,bank transfer (automatic),106.15,4512.7,3.54
7599-ntmdp,0.0,female,0,1,1,62,0,no,dsl,yes,yes,no,yes,yes,no,two year,0,bank transfer (automatic),48.7,3008.55,1.62
7601-dhfwz,0.0,female,0,0,0,48,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),24.0,1183.05,0.8
7601-gndyk,0.0,male,0,1,1,35,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.6,686.95,0.65
7601-wfvzv,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.55,19.55,0.65
7602-dbtou,0.0,female,0,1,0,71,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.6,1416.5,0.65
7602-mvrmb,0.0,female,0,1,1,72,1,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),110.45,8058.85,3.68
7603-ushjs,1.0,male,0,0,1,12,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,credit card (automatic),73.75,871.4,2.46
7605-bdwdc,0.0,female,0,0,0,31,0,no,dsl,yes,yes,no,yes,no,yes,two year,1,bank transfer (automatic),49.85,1520.1,1.66
7605-snlqg,0.0,female,0,1,0,45,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,credit card (automatic),50.25,2221.55,1.68
7606-bphhn,0.0,male,0,0,0,72,1,no,no,no,no,no,no,no,no,two year,1,credit card (automatic),19.8,1468.75,0.66
7607-qkktj,0.0,male,0,1,1,45,1,yes,fiber optic,no,yes,yes,no,no,yes,one year,1,credit card (automatic),95.0,4368.85,3.17
7608-rgiro,0.0,male,0,0,1,62,1,yes,no,no,no,no,no,no,no,two year,1,mailed check,24.4,1413.0,0.81
7609-nrnca,0.0,female,0,0,0,17,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.55,280.85,0.65
7609-ybpxg,0.0,male,0,0,0,54,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),87.1,4735.2,2.9
7610-tvopg,0.0,male,0,0,0,15,1,yes,no,no,no,no,no,no,no,month-to-month,1,electronic check,26.35,378.6,0.88
7611-ykytc,0.0,male,0,1,1,22,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,0,bank transfer (automatic),75.0,1573.95,2.5
7613-llqfo,1.0,male,0,0,0,12,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.45,1059.55,2.82
7614-qvwql,1.0,male,0,1,1,49,0,no,dsl,no,yes,no,no,yes,yes,one year,1,bank transfer (automatic),51.8,2541.25,1.73
7615-esmyf,1.0,female,0,1,0,2,0,no,dsl,no,no,no,no,yes,yes,month-to-month,0,electronic check,44.6,97.1,1.49
7617-eyglw,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,19.45,19.45,0.65
7619-odsgn,1.0,male,0,1,1,24,1,yes,dsl,yes,no,no,no,no,no,month-to-month,0,electronic check,54.75,1338.15,1.82
7619-plrlp,0.0,female,0,1,0,53,1,yes,dsl,yes,yes,yes,no,no,yes,one year,0,bank transfer (automatic),74.1,3833.95,2.47
7621-vpnet,0.0,female,0,1,0,42,1,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,1,credit card (automatic),85.9,3729.75,2.86
7622-fwgew,0.0,male,1,1,0,56,1,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),85.65,4824.45,2.86
7622-nxqzr,0.0,male,0,0,0,28,0,no,dsl,no,no,no,yes,no,no,month-to-month,1,credit card (automatic),30.1,810.85,1.0
7623-hkyrk,0.0,male,0,0,1,6,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.7,111.65,0.66
7623-trnqn,1.0,male,0,0,1,1,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed check,49.9,49.9,1.66
7625-xcqrh,1.0,female,0,0,0,11,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,76.5,837.95,2.55
7627-jkiaz,1.0,female,0,1,0,37,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,credit card (automatic),78.95,2839.65,2.63
7629-wfglw,0.0,female,1,1,0,56,1,yes,fiber optic,yes,yes,yes,yes,no,no,one year,0,electronic check,95.65,5471.75,3.19
7629-wixzf,0.0,female,0,0,0,7,1,no,dsl,yes,no,no,no,no,yes,one year,1,electronic check,59.1,369.25,1.97
7632-mnyoy,1.0,male,1,0,0,66,1,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,0,credit card (automatic),110.9,7432.05,3.7
7632-yutxb,0.0,female,0,1,1,25,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.05,520.1,0.67
7633-mvpuy,0.0,male,0,1,0,57,1,no,dsl,yes,yes,no,yes,no,no,two year,1,electronic check,59.75,3450.15,1.99
7634-hlqjr,0.0,female,0,1,1,47,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.05,1016.7,0.67
7634-wswdb,0.0,female,0,0,1,8,0,no,dsl,yes,no,no,no,no,yes,month-to-month,1,electronic check,38.5,330.8,1.28
7636-owbpg,0.0,male,1,0,0,12,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),29.35,381.2,0.98
7636-pepns,0.0,female,0,1,1,58,1,no,dsl,no,no,no,no,no,no,one year,1,mailed check,44.1,2413.05,1.47
7636-xuhww,0.0,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),19.9,33.7,0.66
7638-qvmvy,1.0,female,0,0,0,7,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.0,522.95,2.63
7639-liayi,0.0,male,0,0,0,52,1,yes,dsl,yes,no,no,yes,yes,yes,two year,1,credit card (automatic),79.75,4217.8,2.66
7639-oplng,0.0,male,0,1,1,70,1,yes,dsl,yes,yes,yes,yes,yes,no,two year,1,bank transfer (automatic),79.25,5731.85,2.64
7639-supcw,1.0,female,0,0,0,22,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,credit card (automatic),48.8,1054.6,1.63
7641-euyet,1.0,male,1,1,1,46,1,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,1,electronic check,100.7,4541.2,3.36
7641-tqfhn,0.0,male,0,0,1,39,1,yes,fiber optic,no,no,no,yes,yes,yes,two year,0,mailed check,100.55,3895.35,3.35
7643-rchxs,0.0,female,0,1,1,63,1,no,no,no,no,no,no,no,no,two year,0,electronic check,19.35,1263.85,0.64
7647-gyykx,0.0,female,0,1,1,54,1,no,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),20.35,1092.35,0.68
7649-phjvr,0.0,male,0,0,0,11,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.5,226.8,0.65
7649-sijjf,0.0,male,0,1,0,71,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,mailed check,80.1,5585.4,2.67
7654-ywjuf,0.0,male,0,1,0,43,1,no,fiber optic,yes,no,yes,yes,no,no,one year,1,bank transfer (automatic),84.25,3539.25,2.81
7657-dyepj,1.0,male,1,0,0,38,1,no,dsl,no,yes,yes,yes,yes,no,one year,1,credit card (automatic),70.15,2497.35,2.34
7658-uyuqs,0.0,male,1,1,0,21,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,0,bank transfer (automatic),86.55,1857.25,2.88
7660-hdpjv,1.0,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.2,69.2,2.31
7661-cpurm,0.0,male,0,0,0,19,1,no,fiber optic,no,no,no,yes,no,yes,one year,1,credit card (automatic),87.7,1725.95,2.92
7663-cuxzb,0.0,male,0,1,0,59,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,electronic check,113.75,6561.25,3.79
7663-rgwbc,1.0,male,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,44.15,44.15,1.47
7663-yjhsn,0.0,female,0,1,0,72,1,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,1,bank transfer (automatic),103.95,7556.9,3.47
7663-ztegj,0.0,male,0,0,1,29,1,yes,fiber optic,no,yes,yes,yes,no,yes,one year,0,credit card (automatic),100.55,2830.45,3.35
7665-nklav,0.0,female,0,1,1,36,0,no,dsl,yes,no,yes,yes,no,no,two year,0,credit card (automatic),40.65,1547.35,1.36
7665-toald,1.0,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.6,69.6,2.32
7665-vigud,0.0,male,0,0,0,10,1,no,no,no,no,no,no,no,no,one year,0,mailed check,20.35,176.3,0.68
7666-wkron,1.0,female,0,0,0,39,1,no,fiber optic,no,no,yes,yes,no,no,two year,1,electronic check,80.45,3201.55,2.68
7668-xcfyv,0.0,female,1,1,0,17,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,92.55,1614.7,3.08
7669-lcrsd,0.0,male,0,1,1,12,1,no,dsl,no,no,no,no,yes,no,month-to-month,1,mailed check,56.3,628.65,1.88
7670-zbpoq,0.0,female,0,1,0,58,1,yes,dsl,yes,no,no,yes,no,no,one year,1,bank transfer (automatic),61.05,3478.75,2.03
7672-vfmxz,0.0,male,0,1,0,57,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,electronic check,55.7,3171.6,1.86
7673-bqgku,0.0,female,0,1,1,69,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),20.15,1337.5,0.67
7673-lprny,0.0,female,0,0,0,23,1,yes,dsl,yes,no,yes,no,yes,yes,one year,1,electronic check,78.55,1843.05,2.62
7674-ytafd,0.0,female,0,0,0,33,1,no,fiber optic,no,yes,no,yes,no,no,one year,1,bank transfer (automatic),79.95,2684.85,2.66
7675-ozczg,1.0,female,1,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,45.0,127.1,1.5
7677-sjjjk,0.0,male,0,1,1,8,1,no,no,no,no,no,no,no,no,one year,0,credit card (automatic),19.9,153.95,0.66
7682-azndk,0.0,male,0,1,1,34,1,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,1,electronic check,89.85,3091.75,2.99
7683-cbdkj,1.0,male,0,1,1,14,1,no,dsl,yes,yes,no,no,yes,no,month-to-month,1,electronic check,65.45,937.6,2.18
7684-xsziy,0.0,male,0,1,1,72,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.3,1643.25,0.81
7688-awmdx,0.0,male,0,1,0,71,1,no,dsl,yes,no,no,yes,no,no,two year,0,bank transfer (automatic),54.5,3778.2,1.82
7690-kpncu,0.0,male,0,1,1,64,1,no,dsl,yes,no,yes,no,yes,yes,one year,1,credit card (automatic),73.05,4688.65,2.44
7691-kgkgp,0.0,male,0,1,1,53,1,no,dsl,no,yes,no,yes,yes,no,month-to-month,0,credit card (automatic),65.0,3363.8,2.17
7691-xvtzh,0.0,female,0,1,0,68,1,yes,fiber optic,no,no,yes,no,yes,no,two year,1,bank transfer (automatic),89.95,5974.3,3.0
7693-lckzl,1.0,male,0,1,1,5,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,electronic check,80.15,385.0,2.67
7693-qpefs,0.0,male,1,0,0,52,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),72.95,3829.75,2.43
7694-vlbwq,1.0,male,0,1,0,67,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,0,electronic check,104.1,7040.85,3.47
7695-pklcz,0.0,female,0,0,0,68,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.5,1424.9,0.68
7696-amhod,0.0,female,0,1,1,49,1,no,dsl,no,yes,yes,no,yes,yes,one year,0,credit card (automatic),78.0,3824.2,2.6
7696-cftat,0.0,male,0,1,1,37,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.8,726.1,0.66
7698-yfgez,0.0,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.0,20.0,0.67
7703-zekef,1.0,male,0,0,0,23,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,81.0,1917.1,2.7
7706-dznkk,0.0,male,0,0,0,11,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),20.45,237.3,0.68
7706-ylmqa,0.0,female,0,0,0,70,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.7,1341.5,0.66
7707-pybbh,0.0,male,0,0,0,40,1,no,dsl,yes,yes,no,yes,no,no,month-to-month,1,mailed check,61.9,2647.1,2.06
7710-jsyoa,0.0,female,0,1,1,69,1,yes,fiber optic,no,yes,no,yes,no,yes,two year,1,bank transfer (automatic),93.3,6398.05,3.11
7711-gqbzc,0.0,female,0,1,1,71,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.7,1810.55,0.82
7711-yijwc,0.0,male,0,1,1,61,1,no,dsl,yes,yes,yes,yes,yes,yes,one year,0,bank transfer (automatic),84.9,5264.5,2.83
7714-yxsmb,0.0,female,0,0,0,26,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),100.5,2599.95,3.35
7716-ytyhg,1.0,female,0,1,1,48,1,yes,fiber optic,no,no,no,no,no,yes,one year,1,mailed check,82.05,4029.95,2.74
7717-bicxi,0.0,male,0,1,1,60,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.55,1205.05,0.68
7718-rxdgg,0.0,male,0,1,0,15,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),68.6,1108.6,2.29
7718-upskj,0.0,female,0,1,0,69,1,no,fiber optic,yes,yes,no,yes,yes,yes,one year,1,credit card (automatic),106.4,7251.9,3.55
7721-dvekz,0.0,female,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,19.65,0.65
7721-jxeaw,1.0,male,0,1,0,59,0,no,dsl,no,yes,no,no,no,yes,month-to-month,1,bank transfer (automatic),41.05,2452.7,1.37
7722-cvfxn,0.0,male,0,1,1,54,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,electronic check,105.2,5637.85,3.51
7722-vjrqd,0.0,male,0,1,1,72,0,no,dsl,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),60.95,4549.05,2.03
7727-shvzv,0.0,female,0,0,0,9,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),19.5,150.35,0.65
7729-jteec,0.0,male,0,1,1,2,1,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,44.5,90.05,1.48
7729-xbtwx,0.0,male,0,1,1,66,1,no,no,no,no,no,no,no,no,two year,1,mailed check,19.75,1344.5,0.66
7730-cldsv,0.0,female,0,1,1,72,1,yes,fiber optic,no,yes,yes,yes,no,yes,two year,1,bank transfer (automatic),98.65,7129.45,3.29
7730-iutdz,1.0,male,0,0,0,43,1,no,fiber optic,yes,no,no,no,no,no,month-to-month,1,electronic check,75.2,3198.6,2.51
7733-udmtp,0.0,female,1,0,0,57,0,no,dsl,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,55.0,3094.05,1.83
7734-dboai,1.0,female,0,1,1,1,0,no,dsl,no,no,no,yes,yes,no,month-to-month,0,electronic check,40.1,40.1,1.34
7739-laxog,1.0,female,0,1,1,32,1,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,1,bank transfer (automatic),91.05,2954.5,3.03
7740-btpux,0.0,male,1,1,0,55,1,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,1,electronic check,113.6,6292.7,3.79
7740-kkcxf,0.0,male,0,1,0,51,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),30.05,1529.45,1.0
7742-mypgi,0.0,female,0,1,1,6,1,no,dsl,no,no,no,yes,no,no,month-to-month,1,mailed check,48.8,297.35,1.63
7743-exurx,1.0,male,0,1,1,8,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,electronic check,51.05,415.05,1.7
7746-awnqw,0.0,female,0,0,0,28,0,no,dsl,no,no,yes,yes,no,no,month-to-month,1,mailed check,35.75,961.4,1.19
7746-qyvco,0.0,male,0,1,1,16,1,no,dsl,yes,yes,no,no,no,no,one year,1,mailed check,55.85,857.8,1.86
7748-umtrk,0.0,female,1,0,1,30,1,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,1,electronic check,101.3,2974.5,3.38
7750-eyxwz,0.0,female,0,0,0,12,0,no,dsl,no,yes,yes,yes,yes,yes,one year,0,electronic check,60.65,743.3,2.02
7752-xusci,1.0,female,0,0,0,60,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,electronic check,105.9,6396.45,3.53
7753-usqyq,0.0,male,0,0,0,55,1,no,dsl,no,yes,no,yes,no,yes,one year,1,electronic check,64.2,3627.3,2.14
7754-ixrmc,0.0,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,45.35,45.35,1.51
7758-ujwys,0.0,male,0,1,1,34,0,no,dsl,no,no,no,yes,yes,no,two year,1,electronic check,40.55,1325.85,1.35
7758-xkcbs,1.0,male,0,0,0,15,0,no,dsl,no,no,no,yes,no,no,month-to-month,1,electronic check,29.7,438.25,0.99
7760-oypdy,1.0,female,0,0,0,2,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,80.65,144.15,2.69
7762-onljy,0.0,female,0,1,1,6,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.7,94.45,0.66
7762-urzqh,1.0,male,0,1,0,66,1,yes,fiber optic,yes,no,yes,no,yes,yes,two year,1,credit card (automatic),106.05,6981.35,3.53
7764-bdpee,0.0,male,0,0,1,3,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.85,60.65,0.7
7765-lwvvh,0.0,female,0,1,1,72,1,yes,fiber optic,yes,yes,no,no,yes,no,two year,1,electronic check,95.1,6843.15,3.17
7766-cltic,0.0,female,0,0,0,10,1,no,dsl,no,no,no,yes,no,yes,month-to-month,1,mailed check,60.95,629.55,2.03
7767-uxagj,1.0,male,0,0,0,1,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,50.45,50.45,1.68
7771-cfqrq,0.0,female,0,1,1,47,1,no,dsl,no,yes,no,yes,no,yes,two year,0,bank transfer (automatic),63.8,3007.25,2.13
7771-zonat,0.0,male,0,0,0,22,0,no,dsl,no,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),56.75,1304.85,1.89
7774-ojsxi,1.0,male,0,0,0,31,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,1,electronic check,103.45,3066.45,3.45
7776-qgyjc,0.0,female,0,1,1,39,1,no,fiber optic,no,no,yes,yes,no,no,month-to-month,1,bank transfer (automatic),81.5,3107.3,2.72
7776-qwnfx,1.0,male,1,1,0,30,1,no,dsl,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),50.4,1527.5,1.68
7777-unyhb,0.0,female,0,1,1,12,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),20.1,232.4,0.67
7779-lgovn,1.0,male,1,1,0,10,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,86.65,856.65,2.89
7779-orael,0.0,male,1,1,0,45,1,yes,dsl,yes,no,yes,yes,no,yes,two year,0,credit card (automatic),75.15,3480.35,2.51
7780-otdso,1.0,male,0,1,0,18,1,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,1,electronic check,99.4,1742.95,3.31
7781-ewara,0.0,male,0,1,1,70,0,no,dsl,no,yes,yes,yes,yes,yes,one year,0,electronic check,60.35,4138.7,2.01
7781-hvgmk,0.0,female,0,1,1,72,0,no,dsl,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),65.2,4784.45,2.17
7783-ykgdv,1.0,female,0,0,0,12,1,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,1,bank transfer (automatic),99.7,1238.45,3.32
7785-rdvig,0.0,female,0,1,1,3,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.3,54.7,0.64
7786-wbjyi,1.0,female,0,0,0,4,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,0,bank transfer (automatic),77.95,305.55,2.6
7787-bntzm,0.0,male,0,0,0,6,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),20.15,130.5,0.67
7789-cruvc,0.0,female,1,1,0,61,1,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,1,credit card (automatic),94.2,5895.45,3.14
7789-hksbs,0.0,female,1,1,0,42,1,yes,fiber optic,yes,no,yes,no,yes,yes,one year,1,bank transfer (automatic),105.2,4599.15,3.51
7794-jasdg,0.0,male,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,mailed check,50.75,50.75,1.69
7795-cfocw,0.0,male,0,0,0,45,0,no,dsl,yes,no,yes,yes,no,no,one year,0,bank transfer (automatic),42.3,1840.75,1.41
7797-ejmdp,0.0,female,0,0,0,8,1,no,dsl,yes,no,no,yes,no,yes,month-to-month,0,bank transfer (automatic),66.05,574.5,2.2
7798-jvxym,0.0,female,0,0,0,14,1,no,dsl,no,no,no,yes,yes,yes,month-to-month,1,electronic check,69.65,921.4,2.32
7799-dsews,0.0,male,0,0,0,18,1,no,dsl,yes,no,yes,yes,yes,no,month-to-month,1,electronic check,68.35,1299.8,2.28
7799-lgrdp,0.0,female,0,0,0,43,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),25.7,1188.2,0.86
7801-cednv,0.0,male,0,1,0,27,1,no,dsl,yes,no,no,no,no,no,one year,0,credit card (automatic),48.7,1421.75,1.62
7801-kicao,0.0,female,0,0,0,18,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.15,1345.75,2.47
7802-efkny,1.0,male,0,1,0,5,0,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,24.95,100.4,0.83
7803-xoccz,0.0,female,0,1,1,52,1,no,fiber optic,yes,no,yes,yes,no,no,month-to-month,1,bank transfer (automatic),84.05,4326.8,2.8
7808-dvwep,0.0,male,0,1,0,3,1,no,no,no,no,no,no,no,no,month-to-month,0,bank transfer (automatic),20.0,49.65,0.67
7811-jivpf,0.0,female,0,0,0,23,1,no,dsl,no,no,yes,no,no,no,month-to-month,0,credit card (automatic),49.7,1081.25,1.66
